1407	Hannah	cat elephant banana dog banana
1408	Charlie	house apple dog apple elephant apple
1409	David	grape elephant dog jungle cat cat
1410	Grace	ice house apple apple apple grape apple banana ice apple
1411	Charlie	grape dog grape cat house apple fish dog jungle
1412	Hannah	grape dog grape jungle jungle
1413	Frank	grape jungle dog elephant dog
1414	David	apple ice jungle cat jungle banana grape cat jungle
1415	Bob	banana cat jungle dog ice house apple
1416	Charlie	dog grape dog elephant elephant grape apple
1417	Charlie	apple dog elephant grape ice apple banana banana jungle
1418	Alice	elephant banana banana jungle elephant ice
1419	Alice	ice apple fish jungle elephant grape elephant
1420	David	apple fish grape dog fish fish banana cat apple
1421	Alice	apple banana banana banana banana cat house banana
1422	Charlie	jungle ice elephant elephant house fish grape cat dog elephant
1423	Charlie	house cat apple banana cat apple apple fish dog jungle
1424	Charlie	grape ice apple banana apple
1425	Bob	fish fish elephant cat house house fish
1426	David	elephant fish jungle apple ice apple
1427	Bob	banana ice house banana ice grape apple
1428	Grace	cat apple house grape cat house house fish
1429	Hannah	jungle jungle fish elephant ice cat elephant house
1430	Grace	apple cat dog grape cat
1431	Charlie	jungle apple ice grape jungle grape elephant
1432	Bob	grape jungle apple house dog elephant
1433	David	jungle banana fish apple cat fish jungle
1434	Frank	banana elephant grape fish house fish cat jungle ice
1435	Grace	dog dog cat ice dog grape ice dog grape jungle
1436	Grace	jungle elephant grape dog grape banana
1437	Bob	fish cat grape house dog house fish fish
1438	Eva	ice apple apple cat dog
1439	Alice	ice fish cat elephant jungle elephant dog dog apple
1440	Frank	ice grape ice apple jungle cat banana
1441	Charlie	grape apple fish apple apple house elephant
1442	Alice	jungle apple house apple fish
1443	Eva	cat cat fish ice fish
1444	Bob	ice house apple grape cat house
1445	Grace	elephant house jungle elephant banana apple
1446	Alice	grape grape grape ice grape apple grape fish
1447	Charlie	apple jungle house jungle apple
1448	Hannah	elephant apple cat banana cat
1449	Eva	apple fish cat jungle banana elephant jungle cat
1450	Grace	dog ice elephant cat fish house jungle elephant
1451	Charlie	grape grape dog cat ice elephant
1452	Charlie	jungle dog elephant cat ice jungle dog jungle cat
1453	Hannah	ice jungle cat elephant fish house house dog elephant fish
1454	Grace	house dog house house apple grape
1455	Alice	house elephant grape grape banana dog ice ice elephant
1456	Bob	house banana grape fish dog dog banana
1457	Frank	house jungle grape ice ice cat jungle jungle
1458	Charlie	grape cat grape dog apple house house elephant apple
1459	Charlie	cat elephant elephant jungle grape house apple jungle ice apple
1460	Hannah	fish dog apple grape apple
1461	Alice	banana jungle dog house banana grape
1462	Bob	dog banana apple apple house cat ice
1463	Alice	dog jungle jungle elephant jungle ice
1464	Frank	banana ice fish house house house jungle ice house
1465	Eva	apple banana ice cat house
1466	Charlie	house grape dog banana elephant apple grape
1467	Frank	jungle elephant cat elephant grape apple grape cat
1468	David	grape banana grape dog dog
1469	Hannah	banana fish grape fish banana grape
1470	Alice	house fish cat cat grape fish jungle grape banana
1471	Bob	banana house ice dog jungle grape cat banana
1472	Bob	cat grape elephant elephant grape
1473	Eva	banana jungle apple apple fish
1474	Hannah	cat grape house fish ice banana banana dog jungle grape
1475	Hannah	house elephant banana banana elephant fish dog
1476	Hannah	cat house elephant fish apple apple elephant
1477	David	grape grape fish apple apple elephant banana cat dog house
1478	Hannah	fish cat cat elephant grape
1479	Bob	elephant cat grape apple cat jungle
1480	Charlie	house fish jungle banana grape fish
1481	David	grape banana house apple ice dog elephant house apple
1482	Hannah	elephant jungle fish elephant cat jungle jungle banana cat ice
1483	Frank	house elephant elephant fish jungle apple grape dog
1484	Bob	grape ice cat apple grape
1485	Grace	jungle grape fish fish ice apple
1486	David	ice dog banana ice grape grape banana banana house
1487	Frank	grape house house jungle banana
1488	Frank	elephant banana grape house fish grape cat
1489	Bob	banana cat dog cat grape fish jungle elephant ice
1490	David	dog jungle banana apple fish elephant apple
1491	Alice	jungle grape banana fish banana dog grape apple ice
1492	Frank	dog apple banana elephant jungle jungle
1493	Charlie	banana fish elephant banana grape elephant apple fish cat
1494	Grace	house house apple apple dog house fish
1495	Bob	house jungle dog house ice dog
1496	Alice	dog grape house ice ice
1497	Charlie	elephant fish elephant fish dog cat ice elephant cat
1498	Charlie	cat ice ice house fish cat
1499	Charlie	elephant cat ice apple dog banana jungle
1500	David	apple banana banana fish jungle grape house house fish
1501	Alice	jungle banana ice ice fish fish elephant jungle
1502	Alice	jungle cat jungle grape ice
1503	Hannah	elephant house cat dog grape apple banana dog ice ice
1504	Charlie	apple grape apple cat apple fish banana cat
1505	David	banana ice grape grape apple
1506	David	fish elephant house fish jungle
1507	Charlie	jungle apple cat grape jungle apple dog house grape
1508	Hannah	fish cat apple house cat
1509	Grace	dog house house fish dog fish apple elephant dog
1510	Charlie	elephant dog elephant grape apple jungle dog banana
1511	Hannah	ice grape elephant elephant apple fish dog house ice elephant
1512	Alice	banana apple ice grape apple house jungle dog
1513	Charlie	cat ice grape grape ice banana fish ice house
1514	Bob	jungle grape house dog elephant house house house house
1515	Hannah	banana banana house jungle apple
1516	Bob	apple elephant jungle ice grape dog banana ice cat apple
1517	Frank	dog house jungle ice apple fish fish house
1518	Bob	banana apple fish fish dog cat house
1519	Hannah	ice grape banana grape cat house jungle cat cat
1520	Eva	banana cat elephant banana cat apple banana cat fish
1521	David	dog grape elephant house grape fish
1522	Alice	cat grape fish cat house house fish cat house elephant
1523	Alice	ice apple cat apple jungle house
1524	Eva	ice grape house grape fish dog elephant
1525	Grace	banana house apple house house
1526	Frank	cat dog cat house apple jungle fish apple elephant
1527	Bob	apple elephant grape grape dog ice jungle
1528	Frank	house fish apple jungle cat ice ice jungle elephant
1529	Frank	grape ice grape elephant elephant house fish
1530	Charlie	cat banana dog ice dog ice ice elephant fish elephant
1531	Grace	fish banana dog jungle ice fish house ice
1532	Bob	fish house elephant cat grape
1533	David	ice cat banana elephant elephant
1534	Hannah	fish house apple fish cat jungle house elephant
1535	Bob	fish apple apple elephant banana house jungle grape elephant
1536	Bob	fish apple banana elephant elephant
1537	Alice	jungle grape elephant elephant banana house grape
1538	Eva	elephant dog elephant ice jungle fish ice
1539	Eva	house ice grape dog banana grape elephant cat fish jungle
1540	Bob	cat cat ice jungle banana fish cat cat fish
1541	David	dog dog fish elephant house jungle
1542	Grace	banana ice cat banana apple grape banana
1543	Alice	grape fish grape ice grape
1544	David	elephant house fish house house
1545	Eva	elephant jungle apple elephant house dog
1546	David	ice cat cat cat house banana elephant cat ice
1547	Bob	banana cat banana grape house grape
1548	Grace	house grape cat grape banana grape
1549	Charlie	cat elephant cat elephant cat grape elephant house
1550	Grace	fish house jungle elephant ice grape elephant
1551	Hannah	ice fish dog banana apple cat
1552	Hannah	dog cat grape grape grape banana dog cat cat fish
1553	David	jungle cat apple fish elephant dog apple
1554	Bob	ice banana elephant jungle banana ice house
1555	Charlie	ice apple apple jungle ice banana cat house cat elephant
1556	Alice	fish house jungle elephant jungle cat banana ice
1557	Frank	fish dog house fish apple house elephant dog
1558	Hannah	banana cat elephant apple fish dog grape cat
1559	Charlie	fish elephant ice apple grape ice ice
1560	Hannah	jungle apple dog cat grape jungle house house dog banana
1561	Bob	dog fish house jungle banana house ice dog
1562	Eva	apple elephant banana cat fish cat apple elephant apple dog
1563	Grace	jungle elephant jungle grape fish apple apple ice
1564	Bob	dog jungle grape banana apple cat elephant fish grape
1565	Grace	ice ice house fish elephant banana
1566	David	house house cat apple fish
1567	Bob	grape jungle dog ice fish ice grape
1568	Grace	house house ice banana jungle elephant jungle elephant banana
1569	Hannah	house ice apple jungle apple elephant house cat cat
1570	Hannah	cat dog banana ice dog ice ice cat grape dog
1571	Bob	ice ice fish elephant grape apple elephant house apple elephant
1572	Frank	banana fish fish dog banana apple ice
1573	David	banana house dog elephant ice fish apple fish
1574	Grace	jungle banana fish house house grape house ice
1575	Hannah	fish banana ice elephant elephant grape
1576	Hannah	dog jungle cat grape cat apple cat fish
1577	Grace	dog banana fish banana dog apple banana banana house elephant
1578	David	house jungle elephant grape house jungle jungle house
1579	Charlie	ice fish jungle house fish dog grape
1580	Eva	dog fish elephant dog fish dog ice grape ice cat
1581	Frank	ice ice jungle dog house house grape
1582	Bob	elephant grape banana jungle apple grape cat banana apple
1583	David	jungle cat elephant fish fish elephant elephant dog banana
1584	Eva	banana fish apple banana dog house house
1585	Bob	grape house apple cat banana ice ice elephant house cat
1586	Hannah	banana fish jungle grape fish jungle grape ice elephant
1587	Hannah	jungle jungle cat house jungle
1588	Eva	banana ice apple house dog apple elephant
1589	Eva	apple house apple ice jungle ice elephant dog
1590	Frank	banana apple fish elephant banana banana fish dog apple elephant
1591	David	banana banana elephant ice house ice house ice elephant
1592	Eva	house jungle jungle banana cat dog banana apple grape dog
1593	Grace	grape ice house cat apple banana jungle
1594	Charlie	banana elephant grape banana cat cat grape elephant dog
1595	Frank	elephant jungle dog apple ice banana cat
1596	Grace	apple dog banana jungle banana elephant elephant
1597	Bob	jungle banana dog banana fish fish fish elephant grape ice
1598	Eva	elephant cat cat house ice elephant grape grape banana
1599	Bob	apple jungle grape house elephant
1600	Frank	banana cat dog ice ice banana house banana
1601	Bob	apple jungle banana apple apple
1602	Alice	fish banana fish elephant ice elephant apple apple banana
1603	Hannah	ice banana dog banana jungle
1604	Grace	house cat fish house ice jungle jungle fish apple
1605	Charlie	grape fish ice apple grape
1606	Charlie	banana cat fish ice banana fish house banana cat
1607	Hannah	fish cat fish dog house
1608	Bob	elephant apple fish banana banana house
1609	David	house jungle apple dog elephant ice elephant
1610	Charlie	ice dog apple jungle house jungle fish jungle cat
1611	Frank	apple ice jungle house grape apple house house elephant banana
1612	Hannah	grape ice fish banana dog house grape dog jungle
1613	Frank	ice grape grape fish fish grape fish
1614	Frank	jungle cat dog house ice
1615	Bob	fish dog grape dog dog apple cat ice cat fish
1616	Charlie	fish jungle jungle jungle banana apple elephant jungle banana
1617	Hannah	cat grape grape cat dog jungle ice house cat
1618	Frank	dog dog grape elephant dog ice apple apple
1619	Grace	jungle apple house banana cat
1620	Grace	elephant house cat fish fish fish elephant house jungle apple
1621	Charlie	fish dog grape fish dog jungle apple apple apple
1622	Alice	banana cat banana cat house banana fish
1623	David	grape banana ice fish apple apple ice grape
1624	Frank	dog apple ice house elephant banana grape elephant jungle elephant
1625	Eva	house fish cat house fish apple
1626	Frank	jungle elephant banana dog dog fish grape banana jungle
1627	Bob	cat apple cat dog banana
1628	Grace	elephant apple jungle elephant fish house cat dog jungle
1629	Eva	dog cat banana jungle fish banana jungle elephant
1630	David	banana elephant apple ice apple
1631	Frank	jungle house cat elephant apple
1632	Frank	jungle banana elephant jungle cat fish ice house grape
1633	Frank	dog jungle banana grape dog dog banana
1634	Eva	ice cat ice jungle banana house dog apple dog grape
1635	Charlie	banana grape ice cat ice
1636	David	ice dog banana fish apple fish
1637	Hannah	banana cat banana house elephant jungle
1638	Eva	cat jungle dog grape grape grape ice apple apple
1639	David	fish grape fish cat fish dog grape
1640	Bob	elephant ice dog grape banana fish cat elephant
1641	Bob	cat banana elephant jungle cat banana jungle house dog ice
1642	Hannah	ice jungle banana house apple apple
1643	Charlie	elephant cat grape house banana fish
1644	Grace	banana cat jungle jungle fish
1645	Hannah	cat banana apple apple dog elephant jungle
1646	Charlie	jungle jungle ice apple jungle banana apple apple
1647	Eva	apple elephant cat grape apple banana ice fish banana
1648	Alice	house fish dog jungle elephant grape apple banana
1649	Frank	cat ice fish apple grape jungle elephant grape
1650	David	jungle cat cat banana fish apple fish
1651	Bob	fish house jungle cat dog banana jungle house cat
1652	Grace	fish fish elephant elephant banana cat elephant elephant banana apple
1653	David	ice elephant house grape grape elephant ice
1654	Hannah	house elephant jungle elephant banana elephant grape
1655	David	house grape cat apple banana
1656	Bob	fish fish fish cat elephant fish grape elephant
1657	Hannah	apple ice jungle grape house apple banana
1658	Charlie	cat apple grape elephant apple apple grape dog jungle
1659	Charlie	fish grape grape ice dog house elephant house grape
1660	Bob	fish house house dog elephant elephant jungle house dog
1661	David	fish jungle fish grape jungle jungle banana
1662	David	banana house fish dog jungle apple
1663	Eva	house elephant banana elephant elephant grape
1664	David	fish apple jungle grape fish elephant
1665	Grace	jungle ice jungle grape house ice elephant dog jungle
1666	Frank	apple dog grape apple jungle ice apple jungle
1667	Charlie	banana jungle banana dog jungle
1668	Frank	banana apple fish apple elephant banana banana
1669	Eva	banana fish dog dog fish ice cat elephant dog apple
1670	Bob	apple dog dog cat banana banana dog cat house
1671	Eva	ice dog grape banana banana dog
1672	Grace	ice fish jungle banana cat ice dog grape
1673	David	dog banana house dog ice house ice ice
1674	Frank	cat fish fish banana jungle elephant house elephant dog jungle
1675	Frank	fish jungle banana jungle elephant ice cat house
1676	Frank	house elephant grape jungle fish ice grape
1677	Bob	ice ice dog jungle apple banana
1678	Hannah	cat dog dog elephant apple fish
1679	Alice	ice cat house banana banana
1680	Bob	banana elephant dog cat ice house apple apple apple grape
1681	Hannah	apple fish elephant jungle grape ice elephant elephant banana
1682	Hannah	banana cat grape ice house ice cat banana
1683	Grace	jungle grape elephant elephant banana elephant
1684	Eva	fish cat grape dog grape
1685	Charlie	fish ice house ice ice banana fish grape jungle
1686	Charlie	banana house fish fish house house dog apple fish dog
1687	Alice	house house dog house ice apple ice
1688	Grace	grape dog grape dog cat
1689	Alice	fish elephant house cat ice apple apple fish apple
1690	Frank	elephant apple jungle fish elephant cat
1691	Eva	cat ice elephant apple elephant
1692	Grace	dog house fish dog house banana grape house grape
1693	Grace	fish banana elephant banana cat ice fish house cat
1694	Eva	banana jungle elephant dog cat elephant grape cat house fish
1695	Hannah	jungle jungle cat ice jungle elephant fish cat jungle fish
1696	Charlie	house banana banana grape house
1697	Alice	elephant dog banana banana ice ice house banana dog ice
1698	Hannah	house ice house cat grape
1699	Grace	jungle dog apple apple fish jungle grape dog jungle fish
1700	Grace	apple fish house ice fish apple house
1701	Frank	jungle ice apple ice banana dog cat house fish jungle
1702	David	ice ice dog cat banana jungle
1703	Eva	ice grape ice fish elephant dog dog jungle house
1704	David	apple house elephant banana apple apple apple elephant banana house
1705	Hannah	grape jungle elephant jungle fish grape
1706	Eva	house cat banana house elephant cat banana dog grape
1707	Charlie	ice fish cat house jungle ice cat apple
1708	Charlie	ice fish apple banana fish fish apple
1709	Alice	dog fish banana banana grape jungle house jungle house cat
1710	Alice	banana house jungle jungle house fish
1711	Hannah	fish fish cat dog house
1712	Frank	house banana cat dog jungle dog
1713	Alice	ice house fish ice jungle house grape fish
1714	David	banana house dog grape ice apple banana
1715	Frank	house apple fish cat ice
1716	Bob	banana fish elephant grape banana ice
1717	Alice	grape house banana elephant cat ice house house grape ice
1718	Charlie	dog cat dog banana cat ice apple
1719	Charlie	dog ice apple jungle elephant cat grape banana house grape
1720	Eva	apple ice banana ice elephant
1721	Charlie	house house house banana fish dog jungle
1722	Bob	ice fish fish grape house jungle cat fish dog
1723	Alice	dog fish elephant elephant ice apple
1724	Alice	apple elephant cat grape house jungle dog house house banana
1725	Charlie	ice grape jungle ice cat ice house dog banana grape
1726	Bob	grape grape banana house cat elephant
1727	Bob	ice jungle fish jungle elephant fish cat
1728	Charlie	grape cat apple elephant ice fish
1729	Bob	fish grape elephant ice dog banana jungle house
1730	Charlie	jungle ice grape house ice house elephant house ice house
1731	Charlie	fish dog house house house cat fish fish house house
1732	Bob	banana grape banana fish house grape grape dog elephant
1733	Bob	apple banana jungle cat jungle house house
1734	Charlie	ice cat elephant grape apple cat apple fish
1735	Bob	house dog house elephant banana grape ice
1736	Grace	ice cat grape apple fish apple
1737	Hannah	dog banana cat banana jungle grape elephant grape fish banana
1738	Grace	apple ice apple jungle banana
1739	Hannah	fish banana jungle house cat banana house grape jungle
1740	Bob	cat dog jungle house banana jungle grape
1741	Grace	jungle fish banana grape apple
1742	Frank	jungle house banana dog ice
1743	Alice	jungle ice banana dog house
1744	Charlie	dog grape elephant ice grape cat
1745	Charlie	dog elephant dog grape banana house apple house dog fish
1746	Hannah	ice grape ice house grape
1747	Grace	banana banana cat grape fish jungle banana cat
1748	David	jungle apple house dog house ice banana apple cat
1749	Alice	dog apple house house elephant grape apple banana banana apple
1750	Charlie	banana apple jungle cat fish elephant grape
1751	Bob	grape house banana fish grape dog cat house cat jungle
1752	David	elephant banana dog house apple ice house ice
1753	Eva	cat dog house ice elephant apple house jungle dog fish
1754	Eva	dog jungle apple apple jungle jungle ice ice ice
1755	David	house apple elephant apple banana
1756	Hannah	jungle house elephant fish cat
1757	Charlie	ice elephant ice cat apple house ice
1758	Frank	apple jungle grape cat dog cat elephant fish cat
1759	Bob	elephant cat house dog jungle ice elephant
1760	Bob	house dog house banana jungle grape
1761	Bob	grape jungle jungle cat banana jungle
1762	Eva	house grape banana apple grape grape apple house cat banana
1763	Bob	fish apple fish cat fish banana dog apple
1764	Frank	jungle cat banana fish elephant jungle grape apple
1765	Hannah	banana jungle cat banana house fish dog
1766	Bob	ice fish apple ice elephant cat elephant grape
1767	Alice	cat elephant dog grape dog banana banana house elephant apple
1768	Grace	cat ice fish cat elephant grape
1769	Hannah	banana fish fish banana banana jungle fish cat house
1770	Grace	dog banana banana cat dog cat apple house apple ice
1771	Hannah	cat fish fish elephant house jungle house jungle
1772	Bob	cat apple house apple house cat cat cat
1773	Grace	dog ice dog ice fish grape
1774	Frank	fish apple jungle banana elephant cat ice house dog
1775	Eva	elephant cat dog house apple banana
1776	Hannah	house apple banana grape dog jungle elephant
1777	Charlie	apple apple dog fish banana fish
1778	Grace	apple fish ice dog elephant ice cat
1779	Eva	house grape fish apple ice house house grape
1780	Grace	elephant house house jungle house cat cat
1781	Charlie	apple grape banana jungle dog
1782	Frank	banana house jungle cat elephant grape ice dog banana
1783	Eva	dog house banana grape house apple jungle elephant cat elephant
1784	Eva	apple elephant apple apple cat jungle jungle
1785	Eva	ice apple fish cat house dog grape
1786	Charlie	apple banana apple ice apple apple
1787	Bob	jungle house cat cat dog cat
1788	Hannah	fish ice ice grape apple banana jungle
1789	Bob	fish house ice ice apple dog fish
1790	David	jungle dog house grape dog house jungle ice cat
1791	Alice	ice banana ice banana jungle dog
1792	Hannah	banana elephant banana banana grape fish grape apple house grape
1793	Frank	banana house apple apple elephant ice
1794	Grace	fish ice banana grape grape apple ice fish house jungle
1795	Hannah	grape dog ice jungle ice
1796	Charlie	dog banana fish jungle grape jungle jungle dog house
1797	David	ice jungle grape elephant ice cat apple
1798	Alice	dog house house dog house elephant
1799	Hannah	elephant elephant apple banana cat jungle grape cat jungle apple
1800	Charlie	apple house grape cat dog
1801	Bob	grape grape grape grape elephant banana
1802	Alice	cat apple elephant apple apple elephant elephant cat cat house
1803	Grace	jungle house banana banana dog fish ice apple
1804	Frank	ice dog cat grape ice apple elephant fish ice fish
1805	Alice	jungle grape jungle cat apple elephant apple dog grape
1806	Grace	dog dog elephant house elephant banana
1807	Charlie	dog dog dog jungle dog cat fish dog ice fish
1808	Hannah	dog house banana elephant house dog ice elephant grape
1809	Charlie	fish house cat dog ice house apple ice banana
1810	Alice	ice grape house apple cat grape cat house jungle
1811	Grace	house apple cat elephant elephant dog banana
1812	Bob	grape cat fish ice banana jungle house ice jungle dog
1813	Charlie	house elephant apple grape fish
1814	Alice	jungle elephant ice ice apple cat elephant fish
1815	Eva	dog grape apple elephant ice cat
1816	Charlie	house fish elephant house ice fish grape fish
1817	Frank	elephant banana cat ice elephant fish jungle house elephant jungle
1818	Charlie	apple jungle apple apple dog
1819	Frank	jungle banana jungle cat ice ice apple banana
1820	Hannah	house ice elephant fish jungle fish cat fish
1821	Eva	dog banana elephant banana banana house ice fish cat ice
1822	Hannah	house elephant banana ice jungle
1823	Hannah	elephant elephant jungle house ice cat grape apple banana grape
1824	Hannah	jungle cat elephant ice apple banana
1825	Frank	elephant ice house house apple apple banana fish
1826	David	ice elephant elephant fish dog house dog
1827	David	banana fish fish grape ice house apple
1828	David	jungle fish house banana fish banana
1829	Frank	grape grape cat ice apple
1830	Charlie	apple banana ice fish apple banana banana ice ice
1831	Bob	jungle dog banana apple dog elephant elephant
1832	Bob	ice elephant fish fish cat ice
1833	Grace	jungle fish elephant cat elephant apple banana apple apple
1834	Eva	ice grape jungle banana fish dog elephant apple
1835	Bob	jungle jungle ice elephant banana jungle elephant house fish
1836	Grace	grape banana cat jungle dog ice banana
1837	Eva	apple elephant banana banana grape ice jungle elephant
1838	Hannah	fish apple cat house banana grape fish
1839	Eva	ice cat grape grape jungle dog banana jungle banana jungle
1840	Eva	grape cat banana fish jungle banana ice cat jungle
1841	Bob	elephant ice cat house dog grape
1842	Charlie	ice house apple elephant apple dog cat fish elephant fish
1843	Grace	dog cat fish dog cat grape banana
1844	Eva	grape ice dog fish jungle banana house
1845	Alice	elephant ice grape house banana
1846	Alice	apple banana ice cat cat house banana grape
1847	Frank	apple dog grape house elephant
1848	Frank	elephant dog dog apple house
1849	Charlie	fish grape fish elephant banana elephant dog dog
1850	Eva	apple house ice ice jungle dog dog house
1851	Eva	ice banana grape dog dog ice
1852	Charlie	apple dog apple banana banana ice cat banana
1853	Alice	dog jungle banana banana cat apple dog cat
1854	Hannah	cat fish apple jungle apple elephant
1855	Frank	cat jungle apple grape jungle
1856	Eva	cat dog fish cat elephant banana dog banana elephant
1857	Grace	dog apple ice dog jungle elephant jungle
1858	Alice	fish dog grape apple grape cat dog dog ice grape
1859	Eva	jungle dog fish fish jungle grape
1860	Hannah	jungle cat house dog apple apple
1861	Bob	dog cat ice dog dog dog ice dog fish apple
1862	Grace	house fish apple grape dog elephant
1863	Eva	banana jungle jungle ice grape dog house apple
1864	Eva	fish grape banana cat elephant ice apple
1865	Hannah	cat cat fish fish grape ice
1866	Grace	cat house elephant ice jungle ice fish elephant cat
1867	Hannah	dog grape jungle dog jungle
1868	Frank	elephant apple grape cat fish
1869	Grace	ice elephant house elephant dog
1870	Grace	banana dog cat apple grape house house dog ice
1871	Charlie	apple jungle jungle apple ice ice
1872	Bob	jungle fish house grape banana elephant jungle jungle house house
1873	Grace	house dog elephant elephant jungle
1874	Hannah	dog ice jungle ice ice dog jungle
1875	Frank	banana banana cat elephant ice grape elephant apple
1876	Frank	apple ice cat jungle house fish apple elephant
1877	Grace	house elephant fish banana banana dog elephant house banana
1878	Grace	elephant cat fish fish ice fish cat elephant
1879	Hannah	fish cat elephant grape elephant cat banana grape banana
1880	Grace	jungle banana banana house ice cat house fish
1881	Charlie	jungle ice elephant elephant cat apple jungle elephant grape elephant
1882	Charlie	fish elephant house jungle ice elephant ice grape jungle
1883	Grace	cat dog grape jungle dog apple ice ice
1884	Bob	apple ice banana cat fish apple fish ice
1885	Bob	banana apple apple apple dog fish
1886	Hannah	elephant grape cat banana apple elephant fish
1887	Hannah	apple apple fish dog elephant grape banana elephant house elephant
1888	Frank	house ice jungle cat elephant grape house
1889	David	jungle banana house banana jungle jungle
1890	Alice	banana ice apple house house fish cat dog
1891	David	jungle dog fish elephant dog apple elephant fish
1892	David	house jungle fish ice cat fish ice dog elephant jungle
1893	Eva	apple ice fish elephant elephant fish
1894	Frank	elephant fish grape ice dog
1895	Bob	ice apple house fish jungle fish ice apple cat
1896	Grace	elephant jungle jungle apple banana banana fish grape banana
1897	Charlie	grape fish elephant banana banana fish
1898	David	fish dog ice dog ice ice cat grape grape apple
1899	Hannah	cat banana jungle grape ice
1900	Grace	jungle banana grape grape banana grape
1901	Frank	dog grape fish jungle banana banana banana
1902	Charlie	jungle banana house ice apple house jungle house ice
1903	Alice	dog apple fish grape apple
1904	Hannah	dog ice fish cat grape
1905	Grace	house ice banana cat elephant
1906	David	dog house jungle house ice ice house ice grape
1907	Eva	grape ice grape ice dog
1908	Grace	jungle ice grape grape fish grape house apple jungle
1909	Charlie	fish fish apple ice dog ice
1910	David	jungle grape ice grape cat
1911	David	banana fish elephant cat apple fish
1912	Charlie	dog apple apple elephant elephant elephant grape cat apple house
1913	David	ice apple ice grape dog ice cat cat house
1914	Hannah	apple cat cat house cat house elephant
1915	Bob	dog banana jungle grape house grape
1916	Hannah	ice grape elephant cat house ice
1917	Hannah	house jungle dog jungle dog dog grape banana
1918	Charlie	dog fish cat jungle dog
1919	Eva	cat house apple ice apple dog fish ice fish cat
1920	Bob	jungle dog ice house house grape jungle house ice
1921	Frank	cat grape elephant jungle jungle banana jungle
1922	Frank	fish ice dog cat banana cat elephant apple
1923	Grace	banana fish elephant ice jungle banana grape dog dog
1924	Bob	cat cat dog dog fish grape dog
1925	Charlie	fish house cat grape apple cat house
1926	Bob	banana ice jungle jungle jungle apple apple elephant fish jungle
1927	Grace	house dog elephant elephant grape apple
1928	David	ice dog grape fish grape elephant banana dog jungle
1929	Eva	dog apple jungle house grape dog
1930	Frank	jungle banana grape apple cat apple ice apple
1931	Alice	elephant banana banana apple ice banana
1932	Bob	grape grape jungle dog house ice jungle
1933	David	elephant fish apple fish house jungle apple
1934	Charlie	ice dog ice grape elephant banana
1935	Charlie	apple banana dog dog fish cat house
1936	Bob	fish grape fish elephant jungle jungle
1937	Hannah	banana cat dog fish fish ice fish
1938	Eva	jungle cat house dog fish dog fish elephant banana
1939	Eva	dog house dog fish house grape dog jungle fish elephant
1940	Hannah	jungle apple apple dog fish cat elephant
1941	Charlie	apple fish grape elephant dog grape jungle banana apple house
1942	Charlie	jungle ice elephant house ice ice banana jungle apple
1943	Charlie	ice jungle dog house banana
1944	Eva	ice banana grape elephant house
1945	David	grape banana apple house banana
1946	David	grape cat fish house cat elephant house ice banana
1947	Frank	elephant ice apple elephant cat jungle ice ice dog fish
1948	Charlie	grape apple jungle grape grape dog house house ice
1949	Alice	fish banana dog house ice banana grape apple grape
1950	Alice	dog apple cat cat jungle elephant
1951	Frank	ice banana grape ice elephant
1952	Grace	banana fish grape elephant apple ice apple apple
1953	Alice	grape fish cat cat banana apple dog cat
1954	Frank	dog grape apple ice elephant elephant
1955	David	banana ice jungle dog cat house grape
1956	Bob	house banana elephant jungle banana apple apple
1957	Charlie	fish cat jungle cat jungle jungle banana banana ice
1958	Bob	elephant fish dog apple dog cat house grape apple jungle
1959	Eva	apple apple house house apple ice cat house elephant
1960	David	ice house jungle ice grape ice ice
1961	Frank	fish jungle apple dog apple jungle grape elephant dog apple
1962	Bob	grape banana grape house apple fish house house
1963	Eva	cat grape banana fish dog
1964	Hannah	dog elephant ice dog dog banana ice apple apple
1965	Alice	elephant house dog apple jungle jungle house dog ice house
1966	Charlie	dog house elephant elephant fish
1967	Grace	apple elephant banana dog banana dog fish
1968	Eva	banana apple cat grape jungle cat house
1969	Frank	elephant jungle house house ice jungle banana fish ice
1970	Hannah	fish banana ice cat ice house banana dog dog
1971	Bob	apple elephant fish dog dog elephant banana
1972	Charlie	ice jungle grape jungle dog grape grape
1973	Eva	fish dog jungle house house jungle house grape ice grape
1974	Grace	jungle jungle ice jungle fish apple house elephant dog jungle
1975	Frank	apple dog banana jungle fish apple banana cat banana jungle
1976	David	dog fish ice grape jungle
1977	Bob	house jungle elephant apple ice
1978	Grace	grape house elephant elephant ice elephant apple ice grape
1979	Frank	jungle banana cat ice grape fish ice elephant
1980	Grace	grape ice fish house dog ice house apple
1981	Alice	house fish ice dog banana cat house jungle fish ice
1982	Grace	elephant house ice banana house fish
1983	Grace	grape elephant jungle banana elephant jungle cat
1984	David	house banana house house jungle cat banana fish
1985	David	dog fish apple grape house apple cat apple fish
1986	Frank	elephant house jungle banana ice elephant apple banana
1987	Frank	banana dog dog banana dog apple jungle apple
1988	David	house grape jungle cat apple dog
1989	David	dog elephant cat jungle jungle house dog cat dog ice
1990	Charlie	grape apple fish banana fish cat grape dog elephant grape
1991	Frank	apple house house grape fish banana fish
1992	Alice	apple jungle house jungle grape cat grape
1993	David	fish elephant elephant fish banana banana apple cat
1994	Bob	jungle dog banana ice house banana banana house
